machine_id,ts,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
CNC-03,2024-03-01 07:09:00,H,301.48520044412675,309.5503085545543,1924.0337295793831,37.17861486908931,15.93674456209263,2.5287043841274612,13.48803680770251,50.61187973391973,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:09:22,M,301.58232858082124,309.6281744594314,1715.5743348373312,41.88999397369332,39.35357475861542,2.347392214681593,13.57315808256164,54.29120150323277,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:10:00,L,301.7930534127236,309.08280146602215,1899.7293322494372,33.0646276063791,47.11563079769084,2.549290031967755,11.959641414494344,46.62853411586455,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:10:00,M,301.4927163147447,309.5459217003716,1963.0801608870745,36.51149061627071,40.71406782061895,2.5283302887232684,13.34104893448737,48.68584038185453,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:10:00,H,301.5558619289802,309.30646361776206,1921.5993522429644,34.89313354752299,17.32051209848964,24.49759679312648,12.766827084423216,46.58054875071812,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:11:00,L,301.72417383683086,309.5041774335889,1750.5499238637233,39.2111079669861,48.52999372528146,2.386192348012215,12.742842794882115,51.879561747192525,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:11:00,M,301.27291067827366,309.5693400488334,1979.294304201351,37.68445763499839,42.10180815160088,2.5099936599426043,13.933104685090631,48.072622082250206,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:11:00,H,301.75309623243777,309.78883525569165,1962.088729399911,37.48178462054117,18.731392443386017,25.646169153472066,13.844664942726196,47.786532116091735,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:12:00,L,301.7420251130019,310.0408169943602,1900.0140951383637,38.6170959929778,49.93774167930891,2.464401725298449,13.689977115372487,49.23948638233235,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:12:00,M,301.6632104600934,309.34757358186005,1729.4320033976503,38.92238452124199,43.537358517578554,2.438994528245807,12.709113145388564,49.15002907504226,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:12:00,H,301.52439463609704,309.81153680124373,1905.5201150127775,40.769341533232506,20.139646005487556,2.536857923980682,14.627388502687824,48.85123076372692,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:13:00,L,301.4888307652437,309.63188951280864,1848.3029936796104,38.32585306763257,51.33704388213519,2.437892359901622,13.084878437472172,46.97945832327294,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:13:00,M,301.76168210649786,309.10009575730123,1888.3334900712068,33.22987353870218,44.94209291049381,2.559425808860716,11.79545527121165,46.557924466897305,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:13:00,H,301.5803445731954,309.1010610958198,1878.8713033322024,35.16952082485749,21.543662560632043,2.493255828683828,12.572756298807716,46.38577664858298,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:14:00,L,301.8635877767551,309.5953381575237,1834.1641456737505,35.72655915117607,52.73635957000989,2.5525213661097146,12.580597459310212,49.03046876123516,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:14:00,M,301.35756254508505,309.2315125364651,1839.776100964089,36.6722190096492,46.34671118528243,2.443505032249596,12.757970987846972,47.44786859670147,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:14:00,H,301.5659530973557,309.5563570524748,1595.1990788696908,45.81575673602823,23.06072885324791,2.2472142605500665,13.857367154215025,47.07466624119216,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:15:00,M,301.57772143327725,309.21864972925584,1911.5785336840077,36.789701915527274,47.75002066804518,2.424738662865691,13.29248919154159,48.11316334817248,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:15:00,H,301.5401624393336,309.06664154318366,1847.82140837493,34.78332615540199,24.45656902289461,2.4746506320959467,12.047709652469024,48.4436410106313,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:15:09,L,301.63736865568393,309.86854043546174,1799.6198784333264,39.67511822406024,54.130996490273475,2.4559151673951676,13.509090783415262,47.55737549205429,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:16:00,L,301.8159179365347,309.169764799392,1793.2323787295788,34.75322217401346,55.54601205822765,23.344654813355383,11.856493079010075,47.81971667708546,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:16:00,M,301.769653634662,309.9217401245324,1870.2711080733925,39.64914031022989,49.14112761910592,2.5568859770746393,14.092397473326336,53.793527441308264,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:16:00,H,301.4023248205399,309.81812181695534,1814.6880020960643,41.84579959279045,25.882523478420666,2.443453428290277,14.43639086529875,47.25839178539818,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:17:00,L,301.58700368531464,309.4359201222197,1846.6281285319376,36.920152008468165,56.953615175732985,2.3790942491524065,12.72707086994752,51.9385476401441,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:17:00,M,301.5391700801783,309.23743222307587,1716.2977053700208,38.96900474215261,50.569576180186864,2.3472576847677113,12.656462927308729,50.333370068536446,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:17:00,H,301.4553331403655,309.0717951633916,1836.260237836804,35.16934543049431,27.268492971948618,2.391752620940849,11.869375841332047,51.10708492113063,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:18:00,L,301.7001441834731,309.6949190186252,1764.7867187191332,39.96622669775589,58.38142402205545,2.4795257894192955,13.191282604132718,48.61016773913372,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:18:00,M,301.8198314109078,309.6125176772722,1742.599517331,39.43605003181585,52.010907288439434,2.46194474318925,12.897242023175869,46.864804069725835,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:18:00,H,301.7800800237937,310.1639667454352,1754.8134984966655,43.43876316210906,28.721712250976505,23.523943216060168,14.418395800550414,49.528516658051295,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:19:00,L,301.97214052615976,310.2474713936549,1792.031593977705,39.94879556202593,59.81161445738586,2.435145163833973,13.459964463016606,51.11391505934949,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:19:00,M,301.6540140192294,310.0519882951225,1779.3647045776825,42.49033217630323,53.47239952348705,2.411426106619586,14.08544930371388,46.719770153292394,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:19:00,H,301.41204586183113,309.1939819150214,1858.086112400762,37.35659245799921,30.11822417150808,2.5883133564958096,12.993634391298428,46.18151916289837,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:20:00,L,301.8399659031351,309.72021278907204,1810.5831993944453,37.31951268751378,61.22331641618718,2.5372646135849313,12.664844297724088,51.96336446760123,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:20:00,M,301.5474654743435,309.52069139204,1862.7577960123388,37.425623626460954,54.871601616550265,2.456296413035473,13.09641676408957,48.05782582558053,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:20:00,H,301.5419317709112,309.74704912346186,1838.0576461308008,40.832249481862675,31.553087132553653,2.5090693053975697,14.130914879185797,47.7611577805164,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:21:00,L,302.1766536198294,310.63420644557607,1750.674821213307,43.23614369483611,62.686040257982086,2.3141213157785634,14.103807263032502,45.63289629633702,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:21:00,M,301.5433368434429,309.0218020325227,1865.366643023899,34.58272186491756,56.25710807792443,2.586613358396949,12.090134850897266,49.71902976188952,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:21:00,H,301.4257128066284,309.0328806388836,1888.4266940766895,33.90870429971877,32.94248016113,2.4920824619597965,12.043263764439637,47.55230011400318,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:22:00,L,301.50475869990345,309.1158413663325,1740.653860984974,38.36892190067815,64.13103355373562,23.39726314785045,12.42404201535371,47.54926560890381,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:22:00,M,301.90903255718865,310.1085468325108,1719.4349816997203,41.271753519874856,57.70075734773001,2.5280095070210633,13.348282071264526,48.46536208820458,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:22:00,H,301.3749001959197,309.3984426856614,1943.4866676585689,37.75666917954378,34.32506086899704,2.6638973520646,13.489398485487474,50.00055224630034,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:23:00,L,301.8219623432053,310.7955266181784,1683.5645028412162,47.82988979210974,65.63901900608734,2.36726664737325,15.0720403697902,50.24013483558061,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:23:00,M,301.5318773729467,309.99675397878815,1691.752973040503,46.06831344219148,59.1657214808872,2.3556748552155455,14.862660944458478,50.75817565187353,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:24:00,L,301.6385024320831,310.3640427775047,1775.847159536789,44.578744669403314,67.06789589777215,2.420526253758595,14.63906134717993,48.11162426112794,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:24:00,M,301.49657869771613,309.35016774103457,1806.5867716372072,38.24756243784,60.607212811563976,2.480419122059598,13.012404223249227,45.38665975920273,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:24:00,H,301.5849551222659,309.32002675807496,1878.2381730871753,36.489577303154306,37.13933263734119,24.700704550857186,12.861051163577736,48.28473254649041,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:24:21,H,301.6081137880299,309.43558632110194,1790.9127063283588,38.51184666738692,35.752377509213694,2.2829273596523865,13.070026015106356,46.16597091215138,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:25:00,L,301.9768734579491,310.0392355404447,1700.2603748296997,42.836171476400914,68.5068172539391,2.263905462297221,13.663463433856217,46.82648937849573,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:25:00,M,301.6484950536354,309.3310263356195,1811.6853880623548,36.78783467377616,62.03158389381244,2.4558186909648634,12.579552452018351,48.32416909741399,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:26:00,L,28.753409941952786,36.785051470997246,1962.4554159850811,36.14699205587675,69.90516631504295,2.5448004971849327,13.165710626948227,50.823812892179205,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:26:00,M,28.461015352675076,36.22226739296218,1796.9242050614705,38.24092193397261,63.44686622188954,2.2778785414337124,12.629389182861088,45.70357658407294,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:26:00,H,28.480445393722903,36.36650404718853,1914.875433100784,37.42019886535065,39.94416931613629,2.513244233833509,13.35746648033262,47.61156807714955,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:26:17,H,301.36792198090757,309.63948633466936,1837.7351986267347,41.29546759314715,38.545943081797475,2.419111785699611,14.179070994746624,46.42798878129572,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:27:00,L,28.64434649111587,36.12530062514327,1757.317970768016,36.752652236914194,71.33120934302507,2.4021722278012914,11.98534553583124,47.12513348811603,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:27:00,M,28.628651038531306,36.86359054437344,1909.6864375944187,37.6198553985564,64.84284599208335,2.655000981327294,13.440165612038337,48.303699293740635,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:27:00,H,28.642987540970186,36.50048061245309,1776.0984506447776,38.810289130941655,41.36618513417426,2.47610375231646,13.174611311173583,0.0,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:28:00,L,28.694846195608875,36.72809493998915,1810.0029563049495,37.10938798390148,72.74696618769042,2.4846623798186815,12.56228405905061,46.35920478195412,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:28:00,M,28.36393425239254,37.18452620435539,1736.5418608892553,45.88109117381453,66.3201778465051,23.041651396183855,14.834123906367696,48.18934828730278,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:28:00,H,28.58816514762708,36.23963070221822,1669.202381615586,40.25912762371675,42.83285311681454,2.3023721369894736,12.65911040055438,50.20794270800399,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:29:00,L,28.8811031956796,36.79712514956486,1821.0734519732223,38.744380151155966,74.15087519294107,2.3731147901420764,12.922304248463584,49.51826545463583,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:29:00,M,28.54140361285971,36.60829335296472,1750.9257256143626,41.394261878004144,67.73454829747578,2.518060909186159,13.446293574075764,48.369099530269246,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:29:00,H,28.412388625749315,36.569609669738725,1856.1270519442264,38.373606707626685,44.2261203882554,2.4287420526041448,13.347973740584116,49.38754445131205,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:30:00,L,28.84153309626771,36.811571719373376,1633.79179137159,42.53472185987667,75.64179508246234,2.259632024652798,12.934573840675672,45.70467267692022,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:30:00,M,28.492050242462767,36.26657164700555,1830.8411989402264,36.78205275751506,69.13195253174091,2.444615463057633,12.570416343948246,46.495814997669335,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:30:00,H,28.42945510973766,36.30558023316519,1820.839269334489,38.38148775661844,45.62901799442035,2.4906706008676296,13.186433667550846,46.174651113859646,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:31:00,L,28.811425876520275,36.891784815796655,1728.633017265002,41.74302340671012,77.09402959224873,2.417465879060722,13.688404996682026,46.259677659221154,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:31:00,M,28.665230745050224,37.208545139954936,1688.446408367723,43.95244085600392,70.59104603974602,2.2523758441948134,13.910442748780898,48.65132753127022,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:31:00,H,28.370205075977992,36.55752159805161,1776.7864074801694,40.23467207145262,47.04805310669149,2.382166947455738,13.229211631884704,54.33301464847552,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:32:00,M,28.685685458438115,36.863263135832426,1806.2375871622,39.44898379587824,72.03046251687095,2.483092294258928,13.329564439774243,51.30918589464056,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:32:00,H,28.737549034900724,36.45016824227372,1935.748479541508,35.0541367210866,48.4244863876607,2.574854823040853,12.460532165489898,47.647353519588776,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:32:39,L,28.64844379564255,36.61205729812656,1695.7913581703565,40.24886154819113,78.54832270657111,2.31807671960893,12.818298276761496,49.51811286985682,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:33:00,L,28.445042186816863,36.833843630384706,1759.1370623769592,42.760587370605506,79.98189910720615,2.539110568031851,14.28870991206846,53.54342247885933,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:33:00,M,28.610196224196272,36.95229024851062,1702.9980873541397,41.05653620085569,73.51367287205271,2.3504486891609013,13.240086633454348,48.4418572354555,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:33:00,H,28.686448629203426,36.76892259627829,1838.9180207810855,39.46137133659575,49.85865374534111,2.4224561344358766,13.56424780058664,48.96350796916641,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:34:00,L,29.027294897496063,37.53140854416819,1768.83475843707,44.17436388652687,81.4355617818075,2.5408257691065934,14.736268190064044,45.172148925948306,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:34:00,M,28.417934214707145,36.118096060918504,,36.750487497282705,74.94413339609484,2.380007826510836,12.026428416740735,47.012189013494634,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:34:00,H,28.342777245103207,36.2682442314964,1913.2570275909036,35.79195390080121,51.25677012789494,2.507769093501923,12.821078735988417,49.582309020076,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:35:00,L,28.96442130261067,36.73861984412082,1807.9746154207112,36.75399147297807,82.85073265317867,2.404249301961586,12.622767163516174,43.98008834080897,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:35:00,M,28.451798883123388,36.700727465932346,1783.4990429059555,40.723159373626146,76.38408551771663,2.4397707864354756,13.23896500070709,53.289324229729786,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:35:00,H,28.52088303792516,36.80332580875296,1810.6204341972532,40.56271267799511,52.6866513351815,2.4950188510260034,13.790520755959118,48.60976171616932,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:36:00,L,28.662150592281876,37.03887385113046,1777.9426964630177,42.65873861209683,84.30266686376655,2.419170585496024,14.13220028290726,49.06016460500091,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:36:00,M,28.222896963210474,36.788317761106214,1794.3727296169022,42.084572786440184,77.82273425037779,2.375253879023667,14.11733850632162,43.76329108222344,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:36:00,H,28.29776865572751,36.1904386419983,1852.5745297065848,37.0829741387699,54.110113585084775,2.409532982189816,12.948408721850797,49.50778375683756,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:37:00,L,28.786820167564997,37.26499594759815,1862.9817924183865,39.39668134161977,85.7172669583721,2.6134206145657823,13.725181509783155,51.26834832138999,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:37:00,M,28.285543133938177,36.65225346184428,1711.6885923008192,43.821811709664814,79.30178135561529,2.3611114883162587,14.231183547916498,43.65911930292199,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:37:00,H,28.59936889117455,36.17912125907577,1722.9367241898074,37.37663416581082,55.56929986599332,2.405288106816102,11.868118055701316,45.74673502655812,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:38:00,L,28.701136399640177,37.26993749848606,1816.6817646726547,40.6713860989194,87.12867645140737,2.446927115411362,13.96586134077449,48.89109403018213,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:38:00,M,28.30815655159705,36.91529173411419,1833.4961135564847,40.18997766444882,80.74141341042221,2.496019035173382,13.776107623974374,47.46220575729672,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:38:00,H,28.3243397761114,35.40210649476535,1829.9202817466096,33.21463147445317,56.9820404949944,2.519533519126966,11.382155795297791,51.617930027099256,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:39:00,L,28.7860124465289,37.070525183121845,1770.6666474893432,40.723105741382454,88.5790527364527,2.499411180767089,13.346494375321296,49.12589708038391,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:39:00,M,28.301375218016915,36.026858151645,1710.7901607587962,39.545822911494824,82.18332574748814,2.3846915632310473,12.723071052277124,46.87597712000595,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:39:00,H,28.09387182027808,35.80956740087282,1814.1791749261588,38.49131809262884,58.39108877957067,2.4687069749098094,13.052944125281511,53.04820295360081,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:40:00,L,28.78048704101479,36.90271560981813,1671.5002447701336,42.84781941311416,90.0429343033251,2.464296237493166,13.409224985548365,47.6343674277931,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:40:00,M,28.292672416032815,36.84255088381417,1707.5039605726504,43.1567404360269,83.66581543879941,2.494894562900215,13.893981750260158,45.08668637479765,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:40:00,H,28.376743017977446,36.22126377772281,1716.221608433948,40.16657562656114,59.85580361821953,2.4305911081170763,12.776522815365611,50.977175940968664,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:41:00,L,28.652938591860277,36.96041413655155,1808.603732693549,39.953178168470416,91.47672073446292,2.3842416014865777,13.51056354965437,50.19483290348583,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:41:00,M,28.118513899170186,36.511305690931465,1930.981071190315,38.3515459656838,85.07873902548249,2.5692877691136564,13.946769790931237,50.1204178677772,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:41:00,H,28.530920885264777,36.83225309312809,1777.9422312630925,41.25585817376018,61.31240039301367,2.3546364337380257,13.31106399888562,47.484535093370255,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:42:00,L,28.76026179726608,37.09946381570052,1900.936835933252,39.11035498030724,92.89211397362536,2.6219184340376107,13.73961234958147,51.8288722382559,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:42:00,M,28.14185112612637,36.56710887990266,1769.6121274605384,41.6122253659235,86.53828248070955,2.390142906829927,13.815254487587186,47.40271478673587,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:42:00,H,28.5988491526561,,1860.4107123379508,40.96677816112207,62.74533149101936,2.429920061632248,496.4161877995467,48.313743728499105,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:43:00,L,28.54626938142968,37.18508875987533,1614.172828640536,46.23814390255151,94.38428311993748,2.3418671143606695,13.978745296433624,48.575695003512415,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:43:00,M,28.212181768395737,36.4546763880158,1719.247739588348,41.33933488230379,87.97900590664169,2.4314435176221307,13.312897681231156,47.008971949463465,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:43:00,H,28.27564124546308,36.88683142084011,1643.9141391030898,47.99622061544058,64.25221596767419,2.2848123452005464,14.408137885718816,47.61817861376348,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:44:00,L,28.8216896667995,37.373673918219424,1719.069992802413,44.19017086830852,95.84729918075728,2.4619441296590456,14.11207878534104,50.6280467636141,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:44:00,M,28.38678239584283,37.05857682631984,1695.5903003652477,44.515319450726444,89.43704093352136,2.316355126161829,14.193421724842342,46.44517511081154,0,2026-09-03 04:44:39
CNC-03,2024-03-01 07:44:00,H,28.29988312373445,36.47127566781438,1694.224972040931,42.53198455933549,65.72974752454155,23.520408099907637,13.293869793046808,49.19162493034872,0,2026-09-03 04:44:39
CNC-01,2024-03-01 07:45:00,L,28.880163404933228,37.22453565941697,1824.4390196161976,39.39859258947863,97.26981316072607,2.3763325592464404,13.730614622420084,48.19994729258528,0,2026-09-03 04:44:39
CNC-02,2024-03-01 07:45:00,M,22.657059797636464,37.008703627260104,1755.4438705496782,40.71970898306196,90.88229682407962,2.5710363279392947,13.513001446518883,60.539451083089176,0,2026-09-03 04:44:39
